"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-8853659","RET signaling","2/11","41/11230",0.0487804878048781,49.80044345898,9.80189101673465,0.000700538977312006,0.0462355725025924,0.0339208346908971,"GFRA3/GFRA2",2
